chromosome1	x1	x2	chromosome2	y1	y2	color	loopId	distance	rawTargetCounts	scaledTargetCounts	rawControlCounts	rawTargetNearbyMeanCounts	scaledTargetNearbyMeanCounts	rawControlNearbyMeanCounts	rawTargetES	rawControlES	targetDensity	controlDensity	rawFc	scaledFc	poissonPvalue
chr19	17868568	17874195	chr19	17929149	17933285	"0,255,255"	loop_chr19-chr19-20644|K562_RAD21_17m|loop_chr19-chr19-10673|GM12878_RAD21_17m	59835.5	51	19.43444983622744	53	14.5	7.359348295062743	13.5	3.5172413793103448	3.925925925925926	0.3072825975622247	0.3193328767215545	-0.055495027727289425	-1.4473760922241343	9.402979766348816e-06
chr19	16247137	16252333	chr19	16379868	16389447	"0,255,255"	loop_chr19-chr19-20645|K562_RAD21_17m|loop_chr19-chr19-10683|GM12878_RAD21_17m	134922.5	66	23.715335913668458	64	17.75	8.603096885827282	19.0	3.7183098591549295	3.3684210526315788	0.26276500447894896	0.25480241359727024	0.044394204222864886	-1.4322516016308313	2.2533112245571936e-07
chr19	39396079	39398942	chr19	39407058	39413387	"0,255,255"	loop_chr19-chr19-20647|K562_RAD21_17m|loop_chr19-chr19-10657|GM12878_RAD21_17m	12712.0	95	31.416858506132787	82	5.75	3.60312366128475	3.0	16.52173913043478	27.333333333333332	0.607945528080684	0.5247529512649802	0.21230368857727555	-1.3840849825745094	1.620433514029433e-09
chr19	35691929	35695011	chr19	35711243	35719875	"0,255,255"	loop_chr19-chr19-20661|K562_RAD21_17m|loop_chr19-chr19-10655|GM12878_RAD21_17m	22089.0	30	12.901444461938125	94	1.75	1.4380687831037844	1.75	17.142857142857142	53.714285714285715	0.15064929847643344	0.4720344407927596	-1.6476981712047056	-2.8651281561486073	2.413434176762708e-43
chr19	45436317	45446729	chr19	45476529	45479833	"0,255,255"	loop_chr19-chr19-20663|K562_RAD21_17m|loop_chr19-chr19-10679|GM12878_RAD21_17m	36658.0	76	26.444583186395608	68	1.25	1.1090508908745822	1.75	60.8	38.857142857142854	0.32593964970065015	0.291630195735338	0.16046475705765673	-1.362562510241017	4.0370628009466134e-07
chr19	8156275	8162402	chr19	8249385	8255191	"0,255,255"	loop_chr19-chr19-20676|K562_RAD21_17m|loop_chr19-chr19-10675|GM12878_RAD21_17m	92949.5	49	18.843318417340036	52	15.25	7.651563341757679	14.5	3.2131147540983607	3.586206896551724	0.24154470302325243	0.2563331391503377	-0.08572978916147278	-1.464458568989591	9.230318462687127e-06
chr19	919313	927217	chr19	980548	984332	"0,255,255"	loop_chr19-chr19-20678|K562_RAD21_17m|loop_chr19-chr19-10666|GM12878_RAD21_17m	59175.0	40	16.110383093813827	68	5.75	3.60312366128475	5.25	6.956521739130435	12.952380952380953	0.20131255787736038	0.3422313282602581	-0.7655346614985667	-2.077543945616193	2.3214619293601898e-17
chr19	663489	668299	chr19	730907	738373	"0,255,255"	loop_chr19-chr19-20695|K562_RAD21_17m|loop_chr19-chr19-10696|GM12878_RAD21_17m	68746.0	33	13.886679172640681	45	11.0	5.945716197392579	16.25	3.0	2.769230769230769	0.15812776723592664	0.21562876081949156	-0.447458892106809	-1.6962233635315314	1.0504680369471252e-06
chr19	17855658	17860786	chr19	17931297	17933296	"0,255,255"	loop_chr19-chr19-20717|K562_RAD21_17m|loop_chr19-chr19-10662|GM12878_RAD21_17m	74074.5	22	10.153950783734501	52	0.25	0.3200837953572311	1.0	22.0	52.0	0.1815795772497297	0.42918806643482244	-1.2410080146393838	-2.356470450808857	4.778022902085315e-16
chr19	17343725	17347039	chr19	17381872	17386993	"0,255,255"	loop_chr19-chr19-20818|K562_RAD21_17m|loop_chr19-chr19-10686|GM12878_RAD21_17m	39050.5	19	9.067237032661367	47	5.5	3.481555293390401	13.25	3.4545454545454546	3.547169811320755	0.13250113323337634	0.3277659418758972	-1.30666125336964	-2.3739258518103656	1.9953391358180765e-14
chr19	17999831	18008634	chr19	18056009	18066523	"0,255,255"	loop_chr19-chr19-20861|K562_RAD21_17m|loop_chr19-chr19-10687|GM12878_RAD21_17m	57033.5	40	16.110383093813827	74	15.25	7.651563341757679	20.0	2.622950819672131	3.7	0.12180675966612768	0.2253424921268955	-0.8875251858771769	-2.199534469994804	2.971608690904242e-21
chr19	14572241	14574588	chr19	14682355	14689126	"0,255,255"	loop_chr19-chr19-20863|K562_RAD21_17m|loop_chr19-chr19-10693|GM12878_RAD21_17m	112326.0	17	8.321047944013083	32	1.0	0.9335239083803982	2.0	17.0	16.0	0.10967317394165388	0.2064436093934891	-0.9125370738852503	-1.9432347686978693	1.2453583979572682e-05
chr19	2647459	2650565	chr19	2747585	2750436	"0,255,255"	loop_chr19-chr19-20876|K562_RAD21_17m|loop_chr19-chr19-10682|GM12878_RAD21_17m	99998.5	18	8.696505514147391	33	4.75	3.108946237759614	8.25	3.789473684210526	4.0	0.17774442326871995	0.3258647568241381	-0.874469033051728	-1.9239583149687922	9.300364968789053e-06
chr19	49936340	49939190	chr19	49980849	49984226	"0,255,255"	loop_chr19-chr19-20883|K562_RAD21_17m|loop_chr19-chr19-10663|GM12878_RAD21_17m	44772.5	26	11.551882913082709	38	2.75	2.0386488117697805	5.25	9.454545454545455	7.238095238095238	0.2456097261451553	0.35896804017330614	-0.5474877104380838	-1.7178713939306718	2.263827863923915e-05
chr19	35351835	35355693	chr19	35466215	35469996	"0,255,255"	loop_chr19-chr19-20889|K562_RAD21_17m|loop_chr19-chr19-10664|GM12878_RAD21_17m	114341.5	13	6.764285036394198	38	3.25	2.3193171678736664	9.25	4.0	4.108108108108108	0.10010549579171896	0.292616047409239	-1.5474877104380838	-2.4899900595016966	3.413787616342422e-12
chr19	12563129	12565937	chr19	12669511	12674511	"0,255,255"	loop_chr19-chr19-20907|K562_RAD21_17m|loop_chr19-chr19-10694|GM12878_RAD21_17m	107478.0	17	8.321047944013083	27	5.75	3.60312366128475	2.5	2.9565217391304346	10.8	0.12807377049180327	0.20341127058043634	-0.6674245760487167	-1.6981222708613375	0.008006535430308832
chr19	34969968	34974665	chr19	35010775	35015779	"0,255,255"	loop_chr19-chr19-20922|K562_RAD21_17m|loop_chr19-chr19-10718|GM12878_RAD21_17m	40960.5	17	8.321047944013083	31	6.0	3.7234930722711774	9.5	2.8333333333333335	3.263157894736842	0.10308215647871354	0.18797333310981096	-0.8667333842721234	-1.8974310790847442	4.8384503852900974e-05
chr19	42104237	42109305	chr19	42130186	42135569	"0,255,255"	loop_chr19-chr19-20950|K562_RAD21_17m|loop_chr19-chr19-10678|GM12878_RAD21_17m	26106.5	14	7.16262632531815	48	5.0	3.2345452573958706	15.25	2.8	3.1475409836065573	0.07879910169024072	0.2701683327599991	-1.7776074937991417	-2.744473822201996	2.9242169697322356e-19
chr19	46754076	46760432	chr19	46837255	46842261	"0,255,255"	loop_chr19-chr19-20957|K562_RAD21_17m|loop_chr19-chr19-10695|GM12878_RAD21_17m	82504.0	19	9.067237032661367	44	11.0	5.945716197392579	16.5	1.7272727272727273	2.6666666666666665	0.0983671060397403	0.22779749532375645	-1.2115040203293006	-2.2787686187700253	2.6444777598722713e-12
chr19	6737730	6741304	chr19	6860743	6865194	"0,255,255"	loop_chr19-chr19-21004|K562_RAD21_17m|loop_chr19-chr19-10755|GM12878_RAD21_17m	123451.5	18	8.696505514147391	34	6.0	3.7234930722711774	10.5	3.0	3.238095238095238	0.1319406267179769	0.24922116914055426	-0.9175377549436163	-1.967027036860678	2.3564540212172197e-06
chr19	2474313	2476431	chr19	2607767	2614755	"0,255,255"	loop_chr19-chr19-21026|K562_RAD21_17m|loop_chr19-chr19-10671|GM12878_RAD21_17m	135889.0	33	13.886679172640681	52	0.0	0.0	2.5	33.0	20.8	0.2131755403676955	0.3359129529410257	-0.656045513918226	-1.9048099853429483	1.4698895832888937e-10
chr19	11558774	11563186	chr19	11581779	11590460	"0,255,255"	loop_chr19-chr19-21035|K562_RAD21_17m|loop_chr19-chr19-10661|GM12878_RAD21_17m	25139.5	42	16.728866718667575	61	7.0	4.194125445883993	4.0	6.0	15.25	0.18869535135523696	0.27405751799014705	-0.5384198299197145	-1.8664695280067924	2.2652163831634594e-12
chr19	42107925	42110451	chr19	42183219	42184651	"0,255,255"	loop_chr19-chr19-21050|K562_RAD21_17m|loop_chr19-chr19-10723|GM12878_RAD21_17m	74747.0	5	3.2345452573958706	17	1.25	1.1090508908745822	4.5	4.0	3.7777777777777777	0.07430966322860626	0.2526528401153295	-1.7655346614985667	-2.393899942329268	0.002263326357094332
chr19	4808543	4813308	chr19	4848931	4853917	"0,255,255"	loop_chr19-chr19-21073|K562_RAD21_17m|loop_chr19-chr19-10737|GM12878_RAD21_17m	40498.5	15	7.554530147022621	30	4.5	2.981830959362106	8.0	3.3333333333333335	3.75	0.09048845668920834	0.18097690273271652	-0.9999999151355858	-1.9895485656505136	2.091146818527227e-05
chr19	35879586	35884226	chr19	35929916	35935248	"0,255,255"	loop_chr19-chr19-21077|K562_RAD21_17m|loop_chr19-chr19-10656|GM12878_RAD21_17m	50676.0	27	11.893457489622508	52	6.75	4.07799198180471	12.25	4.0	4.244897959183674	0.15926948396687193	0.30674121033704166	-0.9455521311132138	-2.1283434482855217	3.2551829180997423e-13
chr19	19143320	19151216	chr19	19172617	19177612	"0,255,255"	loop_chr19-chr19-21087|K562_RAD21_17m|loop_chr19-chr19-10699|GM12878_RAD21_17m	27846.5	19	9.067237032661367	50	1.25	1.1090508908745822	5.75	15.2	8.695652173913043	0.08669979511469471	0.2281573421439659	-1.3959285914667277	-2.4631931899074524	1.2479935368017252e-16
chr19	18276336	18282406	chr19	18321001	18329640	"0,255,255"	loop_chr19-chr19-21088|K562_RAD21_17m|loop_chr19-chr19-10776|GM12878_RAD21_17m	45949.5	55	20.601173634067578	53	7.0	4.194125445883993	6.75	7.857142857142857	7.851851851851852	0.21995336988558428	0.21195505305816417	0.05343934382587179	-1.3632658306256866	6.652040445500452e-05
chr19	18385505	18389810	chr19	18406731	18411205	"0,255,255"	loop_chr19-chr19-21111|K562_RAD21_17m|loop_chr19-chr19-10759|GM12878_RAD21_17m	21310.5	16	7.940520280416436	34	4.0	2.7226210766002983	8.75	4.0	3.8857142857142857	0.10720770823422204	0.22781636659675908	-1.0874627563859285	-2.0982293022214704	2.2165570500882328e-07
chr19	46398958	46402962	chr19	46486458	46491212	"0,255,255"	loop_chr19-chr19-21127|K562_RAD21_17m|loop_chr19-chr19-10729|GM12878_RAD21_17m	87875.0	14	7.16262632531815	28	3.75	2.5902739714452885	7.75	3.7333333333333334	3.6129032258064515	0.0940316752414599	0.18806333942037043	-0.9999999151355894	-1.9668662435384436	0.0001065772054219542
chr19	13879371	13882673	chr19	14072037	14076372	"0,255,255"	loop_chr19-chr19-21131|K562_RAD21_17m|loop_chr19-chr19-10681|GM12878_RAD21_17m	193182.5	26	11.551882913082709	56	7.25	4.3093173575650185	15.5	3.586206896551724	3.6129032258064515	0.20026342342619907	0.4313365789298427	-1.1069151190521005	-2.2772988025446903	1.9788320968840811e-16
chr19	44721004	44726082	chr19	44767707	44773378	"0,255,255"	loop_chr19-chr19-21142|K562_RAD21_17m|loop_chr19-chr19-10659|GM12878_RAD21_17m	46999.5	31	13.232248431196869	65	9.25	5.201175528546019	20.0	3.3513513513513513	3.25	0.16964642401755564	0.35571022298364724	-1.0681714177771688	-2.2963814921308763	7.919455392735735e-20
chr19	6516453	6519395	chr19	6631806	6637642	"0,255,255"	loop_chr19-chr19-21158|K562_RAD21_17m|loop_chr19-chr19-10822|GM12878_RAD21_17m	116800.0	16	7.940520280416436	27	3.25	2.3193171678736664	4.75	4.923076923076923	5.684210526315789	0.10721992146140753	0.18093360682297185	-0.7548874172990558	-1.7656539631345995	0.003249396460941405
chr19	19364637	19368335	chr19	19488453	19492299	"0,255,255"	loop_chr19-chr19-21510|K562_RAD21_17m|loop_chr19-chr19-10692|GM12878_RAD21_17m	123890.0	17	8.321047944013083	27	4.75	3.108946237759614	7.25	3.5789473684210527	3.7241379310344827	0.1325556733828208	0.2105295865180338	-0.6674245760487167	-1.6981222708613375	0.008006535430308832
chr19	12760714	12768134	chr19	12796086	12797012	"0,255,255"	loop_chr19-chr19-21518|K562_RAD21_17m|loop_chr19-chr19-10788|GM12878_RAD21_17m	32125.0	8	4.649626638197297	25	0.25	0.3200837953572311	1.0	8.0	25.0	0.05638488321281065	0.17620274967516564	-1.6438561049103129	-2.4267413163168805	1.3154858943246893e-06
chr19	49390619	49393313	chr19	49469195	49474584	"0,255,255"	loop_chr19-chr19-21549|K562_RAD21_17m|loop_chr19-chr19-10838|GM12878_RAD21_17m	79923.5	6	3.7234930722711774	24	0.75	0.7475804136827622	2.25	6.0	10.666666666666666	0.043664626558281364	0.1746584959590963	-1.9999999151355894	-2.6883058273684286	8.342836743164847e-08
chr19	16246538	16250158	chr19	16415577	16419806	"0,255,255"	loop_chr19-chr19-21585|K562_RAD21_17m|loop_chr19-chr19-10711|GM12878_RAD21_17m	169343.5	7	4.194125445883993	25	2.0	1.5942496255187761	8.25	3.5	3.0303030303030303	0.052460785562791816	0.1873599374173694	-1.836501182852711	-2.5754861768265895	1.5434158490373896e-07
chr19	15418030	15420777	chr19	15554067	15560233	"0,255,255"	loop_chr19-chr19-21631|K562_RAD21_17m|loop_chr19-chr19-10728|GM12878_RAD21_17m	137746.5	5	3.2345452573958706	29	0.0	0.0	1.0	5.0	29.0	0.032998726249166783	0.19139260098677904	-2.536052815375797	-3.164418096206501	1.100022525252349e-13
chr19	42450204	42452845	chr19	42528331	42534657	"0,255,255"	loop_chr19-chr19-21789|K562_RAD21_17m|loop_chr19-chr19-10658|GM12878_RAD21_17m	79969.5	8	4.649626638197297	62	3.0	2.1803171536093853	6.0	2.6666666666666665	10.333333333333334	0.05248000839680134	0.4067200411505021	-2.9541962255224625	-3.737081436929031	2.8492334802029364e-42
chr19	35066815	35067556	chr19	35088835	35091404	"0,255,255"	loop_chr19-chr19-10670|GM12878_RAD21_17m	22934.0	4	2.7226210766002983	25	0.0	0.0	0.0	4.0	25.0	0.07108583614714768	0.444286449785176	-2.643856104910313	-3.1988599818879058	1.2829055181958294e-11
chr19	39550425	39552867	chr19	39668974	39675712	"0,255,255"	loop_chr19-chr19-10684|GM12878_RAD21_17m	120697.0	1	0.9335239083803982	49	0.0	0.0	1.5	1.0	32.666666666666664	0.0064077918749199025	0.3139817834015586	-5.614709759250797	-5.713950967370439	8.195138047162423e-61
chr19	40662011	40664194	chr19	40819525	40820289	"0,255,255"	loop_chr19-chr19-10691|GM12878_RAD21_17m	156804.5	4	2.7226210766002983	18	0.75	0.7475804136827622	0.75	4.0	18.0	0.07984191301223578	0.3592885874204382	-2.1699249165779015	-2.7249287935554936	2.926494380467532e-05
